invoice_no,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_amount,date,day,month,year,month/year,quarter,week
I304318,Female,66,Shoes,5,3000.85,Debit Card,5/1/2022,Kanyon,15004.25,2022-01-05,5,1,2022,2022-01,1,1
I321512,Female,64,Shoes,3,1800.51,Credit Card,5/8/2022,Kanyon,5401.53,2022-08-05,5,8,2022,2022-08,3,31
I306978,Female,63,Clothing,4,1200.32,Debit Card,2/1/2021,Mall of Istanbul,4801.28,2021-01-02,2,1,2021,2021-01,1,53
I226716,Male,51,Clothing,4,1200.32,Credit Card,2/8/2021,Kanyon,4801.28,2021-08-02,2,8,2021,2021-08,3,31
I324416,Female,23,Books,4,60.6,Credit Card,24/04/2022,Metrocity,242.4,2022-04-24,24,4,2022,2022-04,2,16
I162008,Female,48,Books,1,15.15,Credit Card,8/9/2021,Istinye Park,15.15,2021-09-08,8,9,2021,2021-09,3,36
I256778,Female,56,Clothing,5,1500.4,Cash,28/12/2021,Metropol AVM,7502.0,2021-12-28,28,12,2021,2021-12,4,52
I171955,Female,44,Food & Beverage,2,10.46,Cash,20/07/2021,Mall of Istanbul,20.92,2021-07-20,20,7,2021,2021-07,3,29
I866186,Male,58,Souvenir,2,23.46,Cash,10/1/2021,Mall of Istanbul,46.92,2021-01-10,10,1,2021,2021-01,1,1
I118161,Female,58,Clothing,1,300.08,Debit Card,7/3/2021,Istinye Park,300.08,2021-03-07,7,3,2021,2021-03,1,9
I228929,Male,52,Clothing,1,300.08,Cash,9/5/2021,Metrocity,300.08,2021-05-09,9,5,2021,2021-05,2,18
I202037,Male,25,Shoes,3,1800.51,Cash,2/10/2022,Zorlu Center,5401.53,2022-10-02,2,10,2022,2022-10,4,39
I200889,Female,64,Shoes,5,3000.85,Credit Card,28/12/2021,Kanyon,15004.25,2021-12-28,28,12,2021,2021-12,4,52
I289580,Male,30,Food & Beverage,3,15.69,Cash,15/07/2022,Metropol AVM,47.07,2022-07-15,15,7,2022,2022-07,3,28
I275605,Female,19,Technology,2,2100.0,Cash,10/7/2021,Emaar Square Mall,4200.0,2021-07-10,10,7,2021,2021-07,3,27
I203329,Female,30,Cosmetics,4,162.64,Credit Card,10/12/2021,Metropol AVM,650.56,2021-12-10,10,12,2021,2021-12,4,49
I727140,Female,28,Souvenir,5,58.65,Credit Card,13/12/2021,Kanyon,293.25,2021-12-13,13,12,2021,2021-12,4,50
I190154,Female,27,Food & Beverage,1,5.23,Credit Card,10/3/2022,Metrocity,5.23,2022-03-10,10,3,2022,2022-03,1,10
I284455,Female,29,Food & Beverage,3,15.69,Cash,21/01/2023,Kanyon,47.07,2023-01-21,21,1,2023,2023-01,1,3
I276114,Female,22,Clothing,3,900.24,Debit Card,16/07/2022,Metrocity,2700.7200000000003,2022-07-16,16,7,2022,2022-07,3,28
I810647,Female,49,Clothing,2,600.16,Debit Card,10/9/2021,Emaar Square Mall,1200.32,2021-09-10,10,9,2021,2021-09,3,36
I874938,Female,65,Food & Beverage,5,26.15,Debit Card,22/06/2021,Emaar Square Mall,130.75,2021-06-22,22,6,2021,2021-06,2,25
I319970,Male,30,Technology,2,2100.0,Credit Card,4/12/2022,Zorlu Center,4200.0,2022-12-04,4,12,2022,2022-12,4,48
I217221,Female,31,Books,4,60.6,Credit Card,30/03/2021,Emaar Square Mall,242.4,2021-03-30,30,3,2021,2021-03,1,13
I511284,Female,62,Clothing,3,900.24,Credit Card,21/10/2022,Kanyon,2700.7200000000003,2022-10-21,21,10,2022,2022-10,4,42
I193616,Male,31,Shoes,5,3000.85,Credit Card,5/2/2021,Mall of Istanbul,15004.25,2021-02-05,5,2,2021,2021-02,1,5
I259791,Female,27,Toys,3,107.52,Debit Card,28/01/2021,Metropol AVM,322.56,2021-01-28,28,1,2021,2021-01,1,4
I180881,Female,56,Clothing,1,300.08,Debit Card,18/02/2023,Kanyon,300.08,2023-02-18,18,2,2023,2023-02,1,7
I828278,Male,59,Shoes,1,600.17,Debit Card,28/09/2021,Istinye Park,600.17,2021-09-28,28,9,2021,2021-09,3,39
I328832,Female,57,Clothing,3,900.24,Cash,13/08/2022,Mall of Istanbul,2700.7200000000003,2022-08-13,13,8,2022,2022-08,3,32
I285383,Female,49,Cosmetics,5,203.3,Cash,7/1/2022,Kanyon,1016.5,2022-01-07,7,1,2022,2022-01,1,1
I248733,Female,55,Cosmetics,1,40.66,Cash,25/05/2022,Istinye Park,40.66,2022-05-25,25,5,2022,2022-05,2,21
I314723,Female,33,Technology,2,2100.0,Credit Card,9/7/2022,Cevahir AVM,4200.0,2022-07-09,9,7,2022,2022-07,3,27
I314782,Female,34,Food & Beverage,1,5.23,Cash,10/6/2021,Mall of Istanbul,5.23,2021-06-10,10,6,2021,2021-06,2,23
I141207,Female,44,Food & Beverage,4,20.92,Credit Card,8/3/2021,Emaar Square Mall,83.68,2021-03-08,8,3,2021,2021-03,1,10
I393504,Male,29,Clothing,5,1500.4,Debit Card,2/8/2022,Zorlu Center,7502.0,2022-08-02,2,8,2022,2022-08,3,31
I123977,Male,33,Clothing,2,600.16,Credit Card,2/8/2021,Forum Istanbul,1200.32,2021-08-02,2,8,2021,2021-08,3,31
I206884,Female,37,Cosmetics,4,162.64,Cash,1/2/2022,Cevahir AVM,650.56,2022-02-01,1,2,2022,2022-02,1,5
I479945,Female,27,Shoes,3,1800.51,Cash,24/07/2021,Mall of Istanbul,5401.53,2021-07-24,24,7,2021,2021-07,3,29
I288099,Male,27,Books,3,45.45,Credit Card,14/06/2022,Mall of Istanbul,136.35000000000002,2022-06-14,14,6,2022,2022-06,2,24
I278680,Male,45,Food & Beverage,5,26.15,Credit Card,25/09/2021,Kanyon,130.75,2021-09-25,25,9,2021,2021-09,3,38
I938868,Male,34,Cosmetics,2,81.32,Cash,23/02/2022,Forum Istanbul,162.64,2022-02-23,23,2,2022,2022-02,1,8
I178952,Male,22,Clothing,5,1500.4,Cash,2/9/2022,Metrocity,7502.0,2022-09-02,2,9,2022,2022-09,3,35
I158549,Female,42,Souvenir,3,35.19,Cash,14/01/2021,Mall of Istanbul,105.57,2021-01-14,14,1,2021,2021-01,1,2
I250354,Female,21,Books,3,45.45,Credit Card,2/3/2021,Cevahir AVM,136.35000000000002,2021-03-02,2,3,2021,2021-03,1,9
I611842,Male,57,Clothing,4,1200.32,Credit Card,28/02/2022,Cevahir AVM,4801.28,2022-02-28,28,2,2022,2022-02,1,9
I289636,Female,19,Clothing,3,900.24,Credit Card,7/3/2023,Forum Istanbul,2700.7200000000003,2023-03-07,7,3,2023,2023-03,1,10
I322679,Female,39,Toys,5,179.2,Cash,1/1/2023,Zorlu Center,896.0,2023-01-01,1,1,2023,2023-01,1,52
I644697,Male,49,Clothing,5,1500.4,Debit Card,28/02/2023,Kanyon,7502.0,2023-02-28,28,2,2023,2023-02,1,9
I328630,Male,65,Cosmetics,5,203.3,Cash,9/8/2022,Kanyon,1016.5,2022-08-09,9,8,2022,2022-08,3,32
I257834,Male,27,Cosmetics,3,121.98,Cash,13/05/2022,Metropol AVM,365.94,2022-05-13,13,5,2022,2022-05,2,19
I932357,Female,34,Clothing,5,1500.4,Cash,10/8/2021,Cevahir AVM,7502.0,2021-08-10,10,8,2021,2021-08,3,32
I282786,Female,35,Toys,4,143.36,Cash,18/12/2022,Emaar Square Mall,573.44,2022-12-18,18,12,2022,2022-12,4,50
I136397,Male,68,Food & Beverage,2,10.46,Cash,11/8/2022,Metrocity,20.92,2022-08-11,11,8,2022,2022-08,3,32
I175668,Male,28,Toys,4,143.36,Credit Card,4/4/2021,Kanyon,573.44,2021-04-04,4,4,2021,2021-04,2,13
I275521,Male,38,Clothing,1,300.08,Cash,26/03/2022,Cevahir AVM,300.08,2022-03-26,26,3,2022,2022-03,1,12
I243045,Female,46,Food & Beverage,3,15.69,Cash,19/04/2022,Metrocity,47.07,2022-04-19,19,4,2022,2022-04,2,16
I270409,Female,37,Clothing,3,900.24,Debit Card,9/7/2022,Kanyon,2700.7200000000003,2022-07-09,9,7,2022,2022-07,3,27
I148945,Male,56,Food & Beverage,5,26.15,Credit Card,26/02/2022,Cevahir AVM,130.75,2022-02-26,26,2,2022,2022-02,1,8
I349401,Male,60,Cosmetics,3,121.98,Debit Card,21/08/2021,Viaport Outlet,365.94,2021-08-21,21,8,2021,2021-08,3,33
I338844,Female,40,Clothing,1,300.08,Credit Card,30/03/2022,Istinye Park,300.08,2022-03-30,30,3,2022,2022-03,1,13
I113758,Female,32,Food & Beverage,5,26.15,Credit Card,26/07/2022,Metrocity,130.75,2022-07-26,26,7,2022,2022-07,3,30
I273303,Female,56,Clothing,5,1500.4,Cash,18/02/2023,Zorlu Center,7502.0,2023-02-18,18,2,2023,2023-02,1,7
I249627,Female,64,Shoes,2,1200.34,Cash,4/2/2022,Mall of Istanbul,2400.68,2022-02-04,4,2,2022,2022-02,1,5
I120525,Male,43,Technology,2,2100.0,Debit Card,28/08/2021,Metrocity,4200.0,2021-08-28,28,8,2021,2021-08,3,34
I304192,Female,56,Clothing,2,600.16,Cash,13/10/2022,Kanyon,1200.32,2022-10-13,13,10,2022,2022-10,4,41
I336264,Male,23,Books,4,60.6,Credit Card,19/11/2021,Viaport Outlet,242.4,2021-11-19,19,11,2021,2021-11,4,46
I111776,Male,25,Cosmetics,5,203.3,Credit Card,9/9/2022,Mall of Istanbul,1016.5,2022-09-09,9,9,2022,2022-09,3,36
I280527,Female,64,Clothing,1,300.08,Credit Card,25/11/2021,Mall of Istanbul,300.08,2021-11-25,25,11,2021,2021-11,4,47
I335685,Female,52,Clothing,1,300.08,Cash,11/9/2022,Kanyon,300.08,2022-09-11,11,9,2022,2022-09,3,36
I245866,Female,62,Technology,4,4200.0,Credit Card,20/12/2022,Kanyon,16800.0,2022-12-20,20,12,2022,2022-12,4,51
I140035,Female,34,Cosmetics,1,40.66,Cash,5/9/2022,Mall of Istanbul,40.66,2022-09-05,5,9,2022,2022-09,3,36
I233916,Male,24,Food & Beverage,4,20.92,Credit Card,24/08/2022,Metropol AVM,83.68,2022-08-24,24,8,2022,2022-08,3,34
I660114,Male,49,Clothing,1,300.08,Credit Card,29/09/2021,Metrocity,300.08,2021-09-29,29,9,2021,2021-09,3,39
I317798,Male,29,Food & Beverage,1,5.23,Cash,13/12/2021,Istinye Park,5.23,2021-12-13,13,12,2021,2021-12,4,50
I336256,Female,50,Souvenir,5,58.65,Credit Card,15/04/2022,Kanyon,293.25,2022-04-15,15,4,2022,2022-04,2,15
I152543,Female,64,Clothing,1,300.08,Credit Card,19/02/2022,Mall of Istanbul,300.08,2022-02-19,19,2,2022,2022-02,1,7
I307589,Male,19,Toys,1,35.84,Cash,16/11/2021,Istinye Park,35.84,2021-11-16,16,11,2021,2021-11,4,46
I549326,Male,27,Shoes,5,3000.85,Credit Card,21/02/2022,Mall of Istanbul,15004.25,2022-02-21,21,2,2022,2022-02,1,8
I332436,Female,25,Cosmetics,4,162.64,Cash,5/6/2022,Kanyon,650.56,2022-06-05,5,6,2022,2022-06,2,22
I323860,Female,65,Clothing,1,300.08,Credit Card,23/01/2021,Mall of Istanbul,300.08,2021-01-23,23,1,2021,2021-01,1,3
I286555,Male,66,Cosmetics,3,121.98,Debit Card,17/01/2023,Istinye Park,365.94,2023-01-17,17,1,2023,2023-01,1,3
I291303,Male,22,Food & Beverage,1,5.23,Credit Card,21/02/2023,Istinye Park,5.23,2023-02-21,21,2,2023,2023-02,1,8
I299269,Male,48,Souvenir,1,11.73,Cash,2/3/2022,Forum Istanbul,11.73,2022-03-02,2,3,2022,2022-03,1,9
I685037,Male,42,Food & Beverage,5,26.15,Cash,28/11/2022,Istinye Park,130.75,2022-11-28,28,11,2022,2022-11,4,48
I326618,Male,47,Toys,4,143.36,Debit Card,14/05/2021,Emaar Square Mall,573.44,2021-05-14,14,5,2021,2021-05,2,19
I109993,Female,28,Clothing,3,900.24,Cash,24/07/2021,Mall of Istanbul,2700.7200000000003,2021-07-24,24,7,2021,2021-07,3,29
I102999,Male,34,Toys,3,107.52,Credit Card,17/08/2021,Metrocity,322.56,2021-08-17,17,8,2021,2021-08,3,33
I979786,Female,36,Clothing,1,300.08,Credit Card,11/11/2021,Cevahir AVM,300.08,2021-11-11,11,11,2021,2021-11,4,45
I216040,Female,61,Cosmetics,1,40.66,Credit Card,7/3/2021,Kanyon,40.66,2021-03-07,7,3,2021,2021-03,1,9
I243657,Male,67,Cosmetics,3,121.98,Cash,22/07/2022,Viaport Outlet,365.94,2022-07-22,22,7,2022,2022-07,3,29
I114227,Female,39,Toys,5,179.2,Credit Card,20/02/2021,Mall of Istanbul,896.0,2021-02-20,20,2,2021,2021-02,1,7
I745503,Male,63,Clothing,3,900.24,Credit Card,23/03/2022,Forum Istanbul,2700.7200000000003,2022-03-23,23,3,2022,2022-03,1,12
I185776,Female,66,Food & Beverage,2,10.46,Credit Card,7/1/2023,Metrocity,20.92,2023-01-07,7,1,2023,2023-01,1,1
I249527,Male,52,Technology,3,3150.0,Credit Card,11/12/2021,Kanyon,9450.0,2021-12-11,11,12,2021,2021-12,4,49
I114498,Female,52,Clothing,3,900.24,Cash,3/11/2021,Metropol AVM,2700.7200000000003,2021-11-03,3,11,2021,2021-11,4,44
I499471,Female,58,Toys,3,107.52,Debit Card,10/7/2022,Mall of Istanbul,322.56,2022-07-10,10,7,2022,2022-07,3,27
I194107,Female,62,Cosmetics,5,203.3,Cash,27/11/2021,Kanyon,1016.5,2021-11-27,27,11,2021,2021-11,4,47
I255994,Female,28,Cosmetics,4,162.64,Cash,31/08/2021,Metropol AVM,650.56,2021-08-31,31,8,2021,2021-08,3,35
I267728,Male,66,Clothing,5,1500.4,Cash,22/07/2022,Metropol AVM,7502.0,2022-07-22,22,7,2022,2022-07,3,29
I581992,Male,44,Books,2,30.3,Debit Card,28/05/2021,Kanyon,60.6,2021-05-28,28,5,2021,2021-05,2,21
I201107,Female,46,Shoes,5,3000.85,Credit Card,22/10/2022,Istinye Park,15004.25,2022-10-22,22,10,2022,2022-10,4,42
I326648,Male,26,Clothing,4,1200.32,Cash,21/02/2023,Cevahir AVM,4801.28,2023-02-21,21,2,2023,2023-02,1,8
I277867,Male,19,Food & Beverage,2,10.46,Credit Card,27/12/2021,Zorlu Center,20.92,2021-12-27,27,12,2021,2021-12,4,52
I178599,Male,39,Cosmetics,5,203.3,Cash,17/05/2021,Metropol AVM,1016.5,2021-05-17,17,5,2021,2021-05,2,20
I789228,Female,51,Shoes,4,2400.68,Credit Card,30/04/2021,Kanyon,9602.72,2021-04-30,30,4,2021,2021-04,2,17
I265915,Male,54,Books,4,60.6,Credit Card,23/07/2021,Mall of Istanbul,242.4,2021-07-23,23,7,2021,2021-07,3,29
I311561,Female,22,Clothing,1,300.08,Credit Card,1/7/2022,Cevahir AVM,300.08,2022-07-01,1,7,2022,2022-07,3,26
I229194,Female,46,Clothing,5,1500.4,Credit Card,10/2/2022,Mall of Istanbul,7502.0,2022-02-10,10,2,2022,2022-02,1,6
I164334,Female,60,Clothing,1,300.08,Cash,23/03/2021,Mall of Istanbul,300.08,2021-03-23,23,3,2021,2021-03,1,12
I535433,Female,22,Toys,1,35.84,Credit Card,7/3/2021,Mall of Istanbul,35.84,2021-03-07,7,3,2021,2021-03,1,9
I152366,Male,21,Clothing,4,1200.32,Cash,9/1/2023,Cevahir AVM,4801.28,2023-01-09,9,1,2023,2023-01,1,2
I288041,Female,33,Clothing,2,600.16,Debit Card,10/4/2021,Kanyon,1200.32,2021-04-10,10,4,2021,2021-04,2,14
I263533,Female,18,Food & Beverage,5,26.15,Credit Card,29/09/2021,Emaar Square Mall,130.75,2021-09-29,29,9,2021,2021-09,3,39
I145264,Female,31,Clothing,1,300.08,Credit Card,18/01/2021,Metrocity,300.08,2021-01-18,18,1,2021,2021-01,1,3
I194505,Male,68,Food & Beverage,5,26.15,Credit Card,23/08/2022,Metrocity,130.75,2022-08-23,23,8,2022,2022-08,3,34
I231005,Female,19,Toys,3,107.52,Debit Card,21/02/2022,Kanyon,322.56,2022-02-21,21,2,2022,2022-02,1,8
I175658,Female,59,Food & Beverage,5,26.15,Debit Card,11/9/2021,Mall of Istanbul,130.75,2021-09-11,11,9,2021,2021-09,3,36
I220752,Female,35,Books,4,60.6,Cash,6/5/2021,Metrocity,242.4,2021-05-06,6,5,2021,2021-05,2,18
I683967,Male,36,Clothing,3,900.24,Credit Card,18/08/2021,Viaport Outlet,2700.7200000000003,2021-08-18,18,8,2021,2021-08,3,33
I278455,Female,69,Shoes,1,600.17,Debit Card,12/3/2022,Metrocity,600.17,2022-03-12,12,3,2022,2022-03,1,10
I201321,Male,45,Clothing,2,600.16,Credit Card,15/03/2022,Mall of Istanbul,1200.32,2022-03-15,15,3,2022,2022-03,1,11
I161213,Male,37,Toys,2,71.68,Debit Card,22/07/2021,Metrocity,143.36,2021-07-22,22,7,2021,2021-07,3,29
I121415,Male,49,Toys,1,35.84,Cash,5/10/2022,Mall of Istanbul,35.84,2022-10-05,5,10,2022,2022-10,4,40
I266571,Female,23,Food & Beverage,2,10.46,Cash,30/10/2021,Metrocity,20.92,2021-10-30,30,10,2021,2021-10,4,43
I196606,Male,28,Clothing,1,300.08,Cash,9/6/2021,Mall of Istanbul,300.08,2021-06-09,9,6,2021,2021-06,2,23
I317074,Male,38,Shoes,4,2400.68,Debit Card,12/3/2021,Mall of Istanbul,9602.72,2021-03-12,12,3,2021,2021-03,1,10
I288694,Male,29,Clothing,3,900.24,Cash,12/1/2022,Metrocity,2700.7200000000003,2022-01-12,12,1,2022,2022-01,1,2
I351738,Female,40,Souvenir,4,46.92,Cash,17/11/2021,Metrocity,187.68,2021-11-17,17,11,2021,2021-11,4,46
I187252,Female,55,Technology,2,2100.0,Cash,15/04/2021,Mall of Istanbul,4200.0,2021-04-15,15,4,2021,2021-04,2,15
I959721,Female,63,Clothing,1,300.08,Credit Card,9/11/2021,Istinye Park,300.08,2021-11-09,9,11,2021,2021-11,4,45
I103564,Male,54,Books,3,45.45,Debit Card,7/11/2022,Cevahir AVM,136.35000000000002,2022-11-07,7,11,2022,2022-11,4,45
I174831,Female,53,Toys,4,143.36,Credit Card,18/07/2021,Mall of Istanbul,573.44,2021-07-18,18,7,2021,2021-07,3,28
I355972,Male,37,Clothing,5,1500.4,Cash,5/2/2022,Istinye Park,7502.0,2022-02-05,5,2,2022,2022-02,1,5
I147866,Female,38,Shoes,1,600.17,Credit Card,20/12/2021,Istinye Park,600.17,2021-12-20,20,12,2021,2021-12,4,51
I142132,Male,40,Shoes,1,600.17,Debit Card,12/12/2022,Metropol AVM,600.17,2022-12-12,12,12,2022,2022-12,4,50
I313849,Male,31,Food & Beverage,2,10.46,Cash,24/01/2023,Mall of Istanbul,20.92,2023-01-24,24,1,2023,2023-01,1,4
I274634,Male,22,Clothing,4,1200.32,Cash,10/3/2021,Metrocity,4801.28,2021-03-10,10,3,2021,2021-03,1,10
I307713,Male,53,Clothing,5,1500.4,Credit Card,3/10/2022,Metropol AVM,7502.0,2022-10-03,3,10,2022,2022-10,4,40
I109888,Male,53,Toys,3,107.52,Credit Card,17/08/2021,Mall of Istanbul,322.56,2021-08-17,17,8,2021,2021-08,3,33
I269008,Female,34,Toys,4,143.36,Credit Card,17/04/2022,Mall of Istanbul,573.44,2022-04-17,17,4,2022,2022-04,2,15
I198473,Female,61,Shoes,1,600.17,Debit Card,21/11/2022,Mall of Istanbul,600.17,2022-11-21,21,11,2022,2022-11,4,47
I226153,Male,23,Food & Beverage,2,10.46,Cash,10/5/2022,Emaar Square Mall,20.92,2022-05-10,10,5,2022,2022-05,2,19
I323894,Male,64,Clothing,5,1500.4,Cash,18/05/2022,Mall of Istanbul,7502.0,2022-05-18,18,5,2022,2022-05,2,20
I233905,Male,36,Cosmetics,4,162.64,Cash,23/12/2021,Metrocity,650.56,2021-12-23,23,12,2021,2021-12,4,51
I959623,Male,52,Shoes,3,1800.51,Debit Card,25/08/2022,Forum Istanbul,5401.53,2022-08-25,25,8,2022,2022-08,3,34
I146577,Female,65,Toys,4,143.36,Cash,13/12/2021,Forum Istanbul,573.44,2021-12-13,13,12,2021,2021-12,4,50
I838627,Female,52,Clothing,1,300.08,Cash,13/12/2022,Mall of Istanbul,300.08,2022-12-13,13,12,2022,2022-12,4,50
I671913,Female,54,Souvenir,5,58.65,Credit Card,29/01/2023,Metrocity,293.25,2023-01-29,29,1,2023,2023-01,1,4
I809392,Female,47,Books,4,60.6,Credit Card,3/5/2022,Cevahir AVM,242.4,2022-05-03,3,5,2022,2022-05,2,18
I985115,Male,22,Cosmetics,5,203.3,Debit Card,14/05/2021,Metrocity,1016.5,2021-05-14,14,5,2021,2021-05,2,19
I102533,Female,25,Clothing,3,900.24,Cash,4/4/2021,Emaar Square Mall,2700.7200000000003,2021-04-04,4,4,2021,2021-04,2,13
I268565,Female,37,Technology,3,3150.0,Cash,5/11/2021,Metrocity,9450.0,2021-11-05,5,11,2021,2021-11,4,44
I230226,Female,27,Food & Beverage,5,26.15,Debit Card,14/03/2021,Mall of Istanbul,130.75,2021-03-14,14,3,2021,2021-03,1,10
I173027,Female,50,Books,3,45.45,Credit Card,23/02/2022,Mall of Istanbul,136.35000000000002,2022-02-23,23,2,2022,2022-02,1,8
I227395,Female,68,Cosmetics,2,81.32,Cash,12/5/2021,Forum Istanbul,162.64,2021-05-12,12,5,2021,2021-05,2,19
I170902,Female,65,Books,1,15.15,Debit Card,17/11/2022,Mall of Istanbul,15.15,2022-11-17,17,11,2022,2022-11,4,46
I270342,Male,68,Shoes,5,3000.85,Credit Card,4/1/2022,Mall of Istanbul,15004.25,2022-01-04,4,1,2022,2022-01,1,1
I322650,Male,42,Food & Beverage,1,5.23,Debit Card,14/01/2022,Kanyon,5.23,2022-01-14,14,1,2022,2022-01,1,2
I233574,Male,55,Shoes,1,600.17,Cash,15/08/2021,Metrocity,600.17,2021-08-15,15,8,2021,2021-08,3,32
I146752,Male,67,Technology,2,2100.0,Credit Card,25/05/2022,Istinye Park,4200.0,2022-05-25,25,5,2022,2022-05,2,21
I919242,Female,56,Clothing,5,1500.4,Cash,3/10/2021,Mall of Istanbul,7502.0,2021-10-03,3,10,2021,2021-10,4,39
I305318,Female,55,Food & Beverage,4,20.92,Cash,19/03/2022,Metrocity,83.68,2022-03-19,19,3,2022,2022-03,1,11
I100501,Female,18,Technology,1,1050.0,Debit Card,31/08/2021,Metrocity,1050.0,2021-08-31,31,8,2021,2021-08,3,35
I849483,Female,37,Food & Beverage,3,15.69,Credit Card,23/05/2021,Metropol AVM,47.07,2021-05-23,23,5,2021,2021-05,2,20
I995836,Male,37,Shoes,1,600.17,Cash,21/10/2021,Kanyon,600.17,2021-10-21,21,10,2021,2021-10,4,42
I246005,Female,22,Clothing,4,1200.32,Cash,29/11/2021,Metropol AVM,4801.28,2021-11-29,29,11,2021,2021-11,4,48
I305614,Female,59,Clothing,3,900.24,Cash,8/10/2021,Metropol AVM,2700.7200000000003,2021-10-08,8,10,2021,2021-10,4,40
I138643,Male,27,Toys,2,71.68,Cash,16/01/2021,Viaport Outlet,143.36,2021-01-16,16,1,2021,2021-01,1,2
I109796,Female,46,Clothing,5,1500.4,Cash,4/10/2021,Metrocity,7502.0,2021-10-04,4,10,2021,2021-10,4,40
I711926,Female,51,Food & Beverage,2,10.46,Cash,18/01/2023,Mall of Istanbul,20.92,2023-01-18,18,1,2023,2023-01,1,3
I334240,Male,47,Toys,5,179.2,Credit Card,17/01/2021,Mall of Istanbul,896.0,2021-01-17,17,1,2021,2021-01,1,2
I235001,Female,31,Clothing,1,300.08,Cash,28/01/2021,Metropol AVM,300.08,2021-01-28,28,1,2021,2021-01,1,4
I263494,Female,48,Shoes,4,2400.68,Cash,1/1/2021,Kanyon,9602.72,2021-01-01,1,1,2021,2021-01,1,53
I286766,Female,18,Clothing,1,300.08,Debit Card,24/01/2022,Kanyon,300.08,2022-01-24,24,1,2022,2022-01,1,4
I172957,Female,42,Food & Beverage,3,15.69,Cash,14/05/2021,Metrocity,47.07,2021-05-14,14,5,2021,2021-05,2,19
I157868,Female,60,Technology,3,3150.0,Credit Card,23/01/2022,Mall of Istanbul,9450.0,2022-01-23,23,1,2022,2022-01,1,3
I273551,Male,55,Clothing,5,1500.4,Debit Card,28/12/2021,Zorlu Center,7502.0,2021-12-28,28,12,2021,2021-12,4,52
I231653,Male,49,Food & Beverage,2,10.46,Cash,11/2/2022,Kanyon,20.92,2022-02-11,11,2,2022,2022-02,1,6
I281595,Female,35,Toys,1,35.84,Debit Card,22/01/2021,Metrocity,35.84,2021-01-22,22,1,2021,2021-01,1,3
I258476,Female,22,Cosmetics,2,81.32,Credit Card,5/12/2022,Istinye Park,162.64,2022-12-05,5,12,2022,2022-12,4,49
I103259,Female,24,Clothing,3,900.24,Debit Card,27/11/2021,Metrocity,2700.7200000000003,2021-11-27,27,11,2021,2021-11,4,47
I161154,Female,30,Souvenir,3,35.19,Cash,22/02/2021,Metropol AVM,105.57,2021-02-22,22,2,2021,2021-02,1,8
I477403,Female,40,Souvenir,4,46.92,Debit Card,9/8/2022,Metropol AVM,187.68,2022-08-09,9,8,2022,2022-08,3,32
I161060,Male,43,Clothing,1,300.08,Credit Card,6/8/2022,Viaport Outlet,300.08,2022-08-06,6,8,2022,2022-08,3,31
I193982,Female,34,Books,1,15.15,Credit Card,8/11/2022,Kanyon,15.15,2022-11-08,8,11,2022,2022-11,4,45
I319688,Female,56,Books,2,30.3,Cash,12/6/2022,Metropol AVM,60.6,2022-06-12,12,6,2022,2022-06,2,23
I198863,Male,42,Toys,3,107.52,Cash,23/06/2022,Metrocity,322.56,2022-06-23,23,6,2022,2022-06,2,25
I174647,Male,38,Souvenir,2,23.46,Cash,5/11/2021,Viaport Outlet,46.92,2021-11-05,5,11,2021,2021-11,4,44
I727460,Female,36,Food & Beverage,4,20.92,Cash,8/7/2021,Istinye Park,83.68,2021-07-08,8,7,2021,2021-07,3,27
I157538,Female,46,Cosmetics,4,162.64,Cash,7/1/2023,Forum Istanbul,650.56,2023-01-07,7,1,2023,2023-01,1,1
I238986,Male,24,Books,2,30.3,Credit Card,17/06/2022,Mall of Istanbul,60.6,2022-06-17,17,6,2022,2022-06,2,24
I111472,Female,18,Toys,4,143.36,Credit Card,28/01/2021,Kanyon,573.44,2021-01-28,28,1,2021,2021-01,1,4
I827466,Male,27,Cosmetics,1,40.66,Credit Card,26/08/2022,Kanyon,40.66,2022-08-26,26,8,2022,2022-08,3,34
I303761,Male,51,Clothing,3,900.24,Debit Card,22/11/2021,Zorlu Center,2700.7200000000003,2021-11-22,22,11,2021,2021-11,4,47
I210537,Male,24,Toys,2,71.68,Cash,28/07/2022,Mall of Istanbul,143.36,2022-07-28,28,7,2022,2022-07,3,30
I319727,Female,30,Food & Beverage,3,15.69,Credit Card,7/1/2023,Mall of Istanbul,47.07,2023-01-07,7,1,2023,2023-01,1,1
I145304,Female,44,Clothing,2,600.16,Credit Card,2/1/2023,Mall of Istanbul,1200.32,2023-01-02,2,1,2023,2023-01,1,1
I768346,Female,58,Shoes,2,1200.34,Debit Card,7/6/2021,Kanyon,2400.68,2021-06-07,7,6,2021,2021-06,2,23
I289183,Male,30,Clothing,1,300.08,Cash,20/01/2023,Kanyon,300.08,2023-01-20,20,1,2023,2023-01,1,3
I198016,Male,58,Shoes,2,1200.34,Debit Card,1/12/2022,Metrocity,2400.68,2022-12-01,1,12,2022,2022-12,4,48
I224059,Female,45,Shoes,2,1200.34,Credit Card,4/12/2021,Forum Istanbul,2400.68,2021-12-04,4,12,2021,2021-12,4,48
I203911,Male,18,Clothing,4,1200.32,Credit Card,5/9/2021,Zorlu Center,4801.28,2021-09-05,5,9,2021,2021-09,3,35
